Character,Type,Content
Narration,Narrative,
Narration,Narrative,"J) At bedtime, Andy loads his toys into the toybox until"
Narration,Narrative,just Woody and Buzz are left.  He deliberates as to which
Narration,Narrative,toy to keep and which to toss into the toybox.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Andy is sound asleep, with Buzz tucked under the covers next"
Narration,Narrative,to him.
Narration,Narrative,
Narration,Narrative,Woody peeks out at them from the toybox and then sadly sinks
Narration,Narrative,"back into the box, closing the lid to..."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The black screen splits horizontally to become...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,All is clear -- no sign of Andy.  Woody throws open the lid
Narration,Narrative,of the toy box.
Narration,Narrative,
Narration,Narrative,Finally!
Narration,Narrative,
Narration,Narrative,"He takes a couple DEEP BREATHS of fresh air, then discovers"
Narration,Narrative,that his hat is missing.
Narration,Narrative,
Narration,Narrative,(looking back into
Narration,Narrative,the toy box)
Narration,Narrative,Hey!  Who's got my hat?
Narration,Narrative,
Narration,Narrative,The rubber shark pops up wearing Woody's cowboy hat.
Narration,Narrative,
Narration,Narrative,"Look, I'm Woody.  Howdy, howdy, howdy!"
Narration,Narrative,
Narration,Narrative,(sarcastic)
Narration,Narrative,Ah-hah!  Ah-hah-hah!
Narration,Narrative,(grabs the hat)
Narration,Narrative,Give me that!
Narration,Narrative,
Narration,Narrative,Woody leaps out of the toy box.
Narration,Narrative,
Narration,Narrative,"Say there, Lizard and Stretchy Dog."
Narration,Narrative,Let me show you something.  It
Narration,Narrative,looks as though I've been accepted
Narration,Narrative,into your culture.
Narration,Narrative,
Narration,Narrative,Woody looks up to see Buzz chatting with Rex and Slinky.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,"Your Chief, Andy, inscribed his"
Narration,Narrative,name on me.
Narration,Narrative,
Narration,Narrative,Buzz puts his foot out so that Slinky and Rex can see the
Narration,Narrative,sole of his boot.
Narration,Narrative,
Narration,Narrative,"The name ""ANDY"" is written on it in permanent marker."
Narration,Narrative,
Narration,Narrative,Wow!
Narration,Narrative,
Narration,Narrative,"With permanent ink, too!"
Narration,Narrative,
Narration,Narrative,"Well, I must get back to repairing"
Narration,Narrative,my ship.
Narration,Narrative,
Narration,Narrative,Buzz walks away.
Narration,Narrative,
Narration,Narrative,"Woody looks at HIS foot -- ""Andy"" is written on it also but"
Narration,Narrative,"in a much more childish scrawl, and is largely faded."
Narration,Narrative,
Narration,Narrative,"Don't let it get to you, Woody."
Narration,Narrative,
Narration,Narrative,"Hearing Bo, Woody puts his foot back down and quickly"
Narration,Narrative,straightens up.
Narration,Narrative,
Narration,Narrative,(nonchalant)
Narration,Narrative,"Uh, let what?  I don't -- Uh, what"
Narration,Narrative,do you mean?  Who?
Narration,Narrative,
Narration,Narrative,"I know Andy's excited about Buzz,"
Narration,Narrative,"but you know, he'll always have a"
Narration,Narrative,special place for you.
Narration,Narrative,
Narration,Narrative,(walking past)
Narration,Narrative,"Yeah.  Like the attic.  Heh, heh..."
Narration,Narrative,
Narration,Narrative,Alright!  That's it!
Narration,Narrative,
Narration,Narrative,Woody angrily marches across the room.
Narration,Narrative,
Narration,Narrative,"Across the room, Buzz's cardboard ship is still up on the"
Narration,Narrative,ABC blocks.  Buzz lies down on a skateboard and slides under
Narration,Narrative,the ship like a mechanic.  Snake and Robot stand by waiting
Narration,Narrative,for instructions.  Buzz's hand reaches out from under the ship.
Narration,Narrative,
Narration,Narrative,Unidirectional bonding strip.
Narration,Narrative,
Narration,Narrative,Robot turns towards Snake who stands in readiness by a tape
Narration,Narrative,dispenser.
Narration,Narrative,
Narration,Narrative,Mr. Lightyear wants more tape!
Narration,Narrative,
Narration,Narrative,Snake rips off a piece of tape with his mouth.
Narration,Narrative,
Narration,Narrative,"Woody approaches the skateboard, grabs hold of Buzz's foot"
Narration,Narrative,and rolls him out from under the ship.
Narration,Narrative,
Narration,Narrative,"Listen, Lightsnack, you stay away"
Narration,Narrative,"from Andy.  He's mine, and no one"
Narration,Narrative,is taking him away from me.
Narration,Narrative,
Narration,Narrative,What are you talking about?
Narration,Narrative,(to Robot)
Narration,Narrative,Where's that bonding strip?!
Narration,Narrative,
Narration,Narrative,Buzz rolls himself back under.  Woody rolls him out again.
Narration,Narrative,
Narration,Narrative,And another thing.  Stop with this
Narration,Narrative,spaceman thing.  It's getting on my
Narration,Narrative,nerves.
Narration,Narrative,
Narration,Narrative,Are you saying you want to lodge a
Narration,Narrative,complaint with Star Command?
Narration,Narrative,"Oh okay, so you want to do it the"
Narration,Narrative,"hard way, huh?"
Narration,Narrative,
Narration,Narrative,"Buzz stands up, face to face with Woody."
Narration,Narrative,
Narration,Narrative,"Don't even think about it, cowboy!"
Narration,Narrative,
Narration,Narrative,"Oh, yeah, tough guy?!"
Narration,Narrative,
Narration,Narrative,"Woody pushes Buzz in the chest, accidentally activating a"
Narration,Narrative,button that makes the spaceman's helmet open.
Narration,Narrative,
Narration,Narrative,"Buzz grabs his neck, GASPING FOR AIR.  He drops to his knees"
Narration,Narrative,"and begins to writhe on the ground, holding his breath."
Narration,Narrative,
Narration,Narrative,Woody is unsure how to react.
Narration,Narrative,
Narration,Narrative,"Suddenly, Buzz SNIFFS the air."
Narration,Narrative,
Narration,Narrative,The air isn't toxic.
Narration,Narrative,
Narration,Narrative,Buzz rises and points an accusing finger at Woody.
Narration,Narrative,
Narration,Narrative,How dare you open a spaceman's
Narration,Narrative,helmet on an uncharted planet!  My
Narration,Narrative,eyeballs could've been sucked from
Narration,Narrative,their sockets!
Narration,Narrative,
Narration,Narrative,Buzz closes his helmet.
Narration,Narrative,
Narration,Narrative,"You actually think you're THE ""Buzz"
Narration,Narrative,"Lightyear?"" Oh, all this time I"
Narration,Narrative,thought it was an act!
Narration,Narrative,(to the room)
Narration,Narrative,"Hey, guys!  Look!  It's the REAL"
Narration,Narrative,Buzz Lightyear!
Narration,Narrative,
Narration,Narrative,"You're mocking me, aren't you?"
Narration,Narrative,
Narration,Narrative,"Oh, no, no, no..."
Narration,Narrative,(pointing behind Buzz)
Narration,Narrative,"Buzz, look!  An alien!"
Narration,Narrative,
Narration,Narrative,Where?
Narration,Narrative,
Narration,Narrative,Buzz falls for the trick and turns around.
Narration,Narrative,
Narration,Narrative,Woody kneels over with LAUGHTER.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody stops short.  All the toys look to the bedroom window.
Narration,Narrative,
Narration,Narrative,"Yessss!  Ah, ha, ha, ha..."
Narration,Narrative,
Narration,Narrative,Uh-oh.
Narration,Narrative,
Narration,Narrative,Slinky hides under the bed.
Narration,Narrative,
Narration,Narrative,It's Sid!
Narration,Narrative,
Narration,Narrative,I thought he was at summer camp!
Narration,Narrative,
Narration,Narrative,They must have kicked him out early
Narration,Narrative,this year.
Narration,Narrative,
Narration,Narrative,The toys rush over to the window.
Narration,Narrative,
Narration,Narrative,"Oh, no!  Not Sid!"
Narration,Narrative,
Narration,Narrative,...Incoming!
Narration,Narrative,
Narration,Narrative,"From out the window, SID PHILLIPS, a hyperactive ten-year-"
Narration,Narrative,"old, and his dog, SCUD, can be roughly made out jumping"
Narration,Narrative,around in their backyard.
Narration,Narrative,
Narration,Narrative,A tiny figure stands isolated in the center of the yard.
Narration,Narrative,Sid pummels the figure with rocks while Scud strains at his
Narration,Narrative,"leash, barking wildly."
Narration,Narrative,
Narration,Narrative,Who is it this time?
Narration,Narrative,
Narration,Narrative,"I can't tell.  Hey, where's Lenny?"
Narration,Narrative,
Narration,Narrative,"Right here, Woody."
Narration,Narrative,
Narration,Narrative,"Woody turns to see, LENNY, a pair of wind-up binoculars,"
Narration,Narrative,approaching him from the other end of the desk.  Woody picks
Narration,Narrative,Lenny up and looks through him to survey the scene.
Narration,Narrative,
Narration,Narrative,"Oh, no.  I can't bear to watch one"
Narration,Narrative,of these again!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,A full size toy soldier is posed in a running stance in the
Narration,Narrative,center of the backyard.  A huge M-80 is strapped to the
Narration,Narrative,doll's back with masking tape.
Narration,Narrative,
Narration,Narrative,"Oh, no...it's a Combat Carl."
Narration,Narrative,
Narration,Narrative,(plays under the next
Narration,Narrative,5 lines)
Narration,Narrative,"Just stay where you are, Corporal!"
Narration,Narrative,"Don't move, Carl.  You'll blow up."
Narration,Narrative,I know you're tired!  I know your
Narration,Narrative,"leg is cramping, but you can't move."
Narration,Narrative,Do you hear me?
Narration,Narrative,
Narration,Narrative,Buzz breaks through the crowd.
Narration,Narrative,
Narration,Narrative,What's going on?
Narration,Narrative,
Narration,Narrative,Nothing that concerns you spacemen.
Narration,Narrative,Just us TOYS.
Narration,Narrative,
Narration,Narrative,I'd better take a look anyway.
Narration,Narrative,
Narration,Narrative,Buzz grabs Lenny from Woody and looks through him.
Narration,Narrative,
Narration,Narrative,Why is that soldier strapped to an
Narration,Narrative,explosive device?
Narration,Narrative,
Narration,Narrative,(redirecting Buzz's view)
Narration,Narrative,That's why.  Sid.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Sure is a hairy fellah.
Narration,Narrative,
Narration,Narrative,"No!  No, that's Scud, you idiot!"
Narration,Narrative,
Narration,Narrative,"Again, Woody readjusts Buzz's view."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,He is sporting a skull t-shirt and LAUGHING HIDEOUSLY.
Narration,Narrative,
Narration,Narrative,THAT is Sid!
Narration,Narrative,
Narration,Narrative,You mean that happy child?
Narration,Narrative,
Narration,Narrative,That ain't no happy child.
Narration,Narrative,
Narration,Narrative,He tortures toys -- just for fun.
Narration,Narrative,
Narration,Narrative,"Well, then we've got to do something!"
Narration,Narrative,
Narration,Narrative,Buzz steps up onto the window ledge.  The toys GASP IN SHOCK.
Narration,Narrative,
Narration,Narrative,What are you doing?!!  Get down
Narration,Narrative,from there!
Narration,Narrative,
Narration,Narrative,I'm going to go teach that boy a
Narration,Narrative,lesson.
Narration,Narrative,
Narration,Narrative,"Yeah, sure.  You go ahead.  Melt"
Narration,Narrative,him with your scary laser.
Narration,Narrative,
Narration,Narrative,Woody presses Buzz's laser button.  It emits a WIMPY
Narration,Narrative,ELECTRONIC BEEP.  Buzz quickly pulls his arm away.
Narration,Narrative,
Narration,Narrative,"Be careful with that, it's"
Narration,Narrative,extremely dangerous.
Narration,Narrative,
Narration,Narrative,"While Woody and Buzz banter, Lenny witnesses Sid lighting"
Narration,Narrative,the fuse of the M80.
Narration,Narrative,
Narration,Narrative,He's lighting it!  He's lighting it!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Hit the dirt!
Narration,Narrative,
Narration,Narrative,The toys jump away from the window.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Dirt clouds and toy shrapnel rain down along the side of
Narration,Narrative,Andy's house.
Narration,Narrative,
Narration,Narrative,Yes!  He's gone!  He's history!
Narration,Narrative,
Narration,Narrative,Andy's toys peek over the window sill.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,A large black scorch mark is all that remains where Combat
Narration,Narrative,Carl once stood.  Sid jumps up and down victoriously while
Narration,Narrative,Scud resumes his BARKING.
Narration,Narrative,
Narration,Narrative,I could have stopped him.
Narration,Narrative,
Narration,Narrative,"Buzz, I would love to see you try."
Narration,Narrative,(gesturing to Sid's yard)
Narration,Narrative,'Course I'd love to see you as a
Narration,Narrative,crater.
Narration,Narrative,
Narration,Narrative,Sid CACKLES and dances around the crater.
Narration,Narrative,
Narration,Narrative,The sooner we move the better.
Narration,Narrative,
DISSOLVE TO,Dialogue,
Narration,Narrative,
Narration,Narrative,"A ""FOR SALE"" real estate sign stands in the front yard."
Narration,Narrative,"Another sign reading ""SOLD"" hangs from the bottom."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Mom opens the door to Andy's room and steps in.  The room is
Narration,Narrative,"full of packing boxes, most of them half full.  Andy is"
Narration,Narrative,playing with Woody and Buzz.
Narration,Narrative,
Narration,Narrative,To infinity and beyond!
Narration,Narrative,
Narration,Narrative,"Oh, all this packing makes me"
Narration,Narrative,hungry.  What would you say to
Narration,Narrative,"dinner at, uh, oh, Pizza Planet?"
Narration,Narrative,
Narration,Narrative,"Pizza Planet?!  Oh, cool!"
Narration,Narrative,
Narration,Narrative,Andy throws the two toys on his desk with Buzz landing right
Narration,Narrative,on top of Woody.
Narration,Narrative,
Narration,Narrative,Go wash your hands and I'll get
Narration,Narrative,Molly ready.
Narration,Narrative,
Narration,Narrative,The minute the door is closed Woody comes alive and shoves
Narration,Narrative,Buzz off of him.
Narration,Narrative,
Narration,Narrative,Can I bring some toys?
Narration,Narrative,
Narration,Narrative,You can bring ONE toy...
Narration,Narrative,
Narration,Narrative,Just one?
Narration,Narrative,
Narration,Narrative,Woody perks up with concern.
Narration,Narrative,
Narration,Narrative,(to himself)
Narration,Narrative,One toy?
Narration,Narrative,
Narration,Narrative,"He glances over his shoulder at Buzz, who is walking away"
Narration,Narrative,towards the opposite end of the desk.
Narration,Narrative,
Narration,Narrative,Woody picks up a Magic 8 Ball left beside him on the desk.
Narration,Narrative,"With his back to Buzz, Woody quietly shakes the 8 ball."
Narration,Narrative,
Narration,Narrative,(whispering)
Narration,Narrative,Will Andy pick me?
Narration,Narrative,
Narration,Narrative,He tips the 8 ball over.  The triangular oracle floats up to
Narration,Narrative,the surface.  Its prediction reads: DON'T COUNT ON IT.
Narration,Narrative,
Narration,Narrative,Don't count on it?!!  Doh-h-h-h!
Narration,Narrative,
Narration,Narrative,Woody throws down the 8 ball in disgust.  It rolls across
Narration,Narrative,the desk and falls behind it with a LOUD THUD.
Narration,Narrative,
Narration,Narrative,Woody suddenly becomes interested in the back of the desk
Narration,Narrative,and peers down it.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The 8 ball is wedged way down near the bottom.  The space is
Narration,Narrative,"a black chasm, dark and deep, just big enough to fit...a toy."
Narration,Narrative,
Narration,Narrative,Woody looks across the desk at Buzz.
Narration,Narrative,
Narration,Narrative,He is HUMMING TO HIMSELF as he forages through Andy's
Narration,Narrative,"pen/pencil tray looking for ""tools"" to repair his ship with."
Narration,Narrative,Right behind Buzz sits
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"It rests on the desktop, pointing in the direction where the"
Narration,Narrative,"8 ball fell, with the remote laying by its side."
Narration,Narrative,
Narration,Narrative,Woody smiles for a beat and then runs in a panic over to Buzz.
Narration,Narrative,
Narration,Narrative,"Buzz!!  Oh, Buzz, Buzz Lightyear!!"
Narration,Narrative,"Buzz Lightyear, thank goodness!"
Narration,Narrative,We've got trouble!
Narration,Narrative,
Narration,Narrative,Trouble?!
Narration,Narrative,(looking around)
Narration,Narrative,Where?!
Narration,Narrative,
Narration,Narrative,(pointing to the back
Narration,Narrative,of the desk)
Narration,Narrative,Down there.  Just down there.  A
Narration,Narrative,"helpless toy...it's...it's trapped,"
Narration,Narrative,Buzz!
Narration,Narrative,
Narration,Narrative,Then we've no time to lose!!
Narration,Narrative,
Narration,Narrative,Buzz runs over and looks down the back of the desk.
Narration,Narrative,
Narration,Narrative,I don't see anything!
Narration,Narrative,
Narration,Narrative,Woody picks up the remote for the RC Car and switches it on.
Narration,Narrative,RC's eyes (headlights) open sleepily.
Narration,Narrative,
Narration,Narrative,"Oh, he's there.  Just, just keep"
Narration,Narrative,looking.
Narration,Narrative,
Narration,Narrative,"Woody hits the ""FORWARD"" button on the remote and steers the"
Narration,Narrative,RC Car straight for Buzz.
Narration,Narrative,
Narration,Narrative,What kind of a toy -- ?
Narration,Narrative,
Narration,Narrative,Buzz turns to see RC headed straight for him.  He dives out
Narration,Narrative,of the way as the RC Car SMASHES into the base of...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The impact forces pushpins to fly out of the board.  Buzz
Narration,Narrative,"ducks as pins land all around him, sticking into the desk"
Narration,Narrative,like arrows.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,sits on the floor in the midst of a card game with Hamm.
Narration,Narrative,
Narration,Narrative,He looks up at the desk and GASPS as the bulletin board
Narration,Narrative,slams down onto...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,knocking it out of its stand.  The globe starts rolling
Narration,Narrative,right at Buzz.
Narration,Narrative,
Narration,Narrative,Woody stands frozen in disbelief at the chaos he's created.
Narration,Narrative,
Narration,Narrative,"Buzz runs along the desk, the globe rolling right behind"
Narration,Narrative,"him, Indiana Jones style.  Buzz gets stuck ""log rolling"" on"
Narration,Narrative,"a pile of pencils, but at the last second jumps out of the"
Narration,Narrative,way onto the window ledge.
Narration,Narrative,
Narration,Narrative,The globe lumbers past Buzz and strikes a Luxo-style
Narration,Narrative,"desklamp.  The arm of the lamp swings all the way around,"
Narration,Narrative,barely missing Woody...
Narration,Narrative,
Narration,Narrative,...and knocks Buzz out the window.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Buzz!!!
Narration,Narrative,
Narration,Narrative,Woody looks out the window.  No sign of Buzz.  All the other
Narration,Narrative,toys rush over to the sill.
Narration,Narrative,
Narration,Narrative,I don't see him in the driveway!  I
Narration,Narrative,think he bounced into Sid's yard.
Narration,Narrative,
Narration,Narrative,"Woody backs away from the COMMOTION, unnoticed."
Narration,Narrative,
Narration,Narrative,Buzz!
Narration,Narrative,
Narration,Narrative,(electric motor sounds)
Narration,Narrative,Whirrr!!  Whirrrr-whirrrr!!!
Narration,Narrative,
Narration,Narrative,Rex looks over at RC.  The remote control car is bouncing up
Narration,Narrative,and down excitedly.
Narration,Narrative,
Narration,Narrative,Hey everyone!  RC's trying to say
Narration,Narrative,something!
Narration,Narrative,
Narration,Narrative,The toys turn from the window to RC.
Narration,Narrative,
Narration,Narrative,(leaning down close
Narration,Narrative,to RC)
Narration,Narrative,"What is it, boy?"
Narration,Narrative,
Narration,Narrative,(electric motor sounds)
Narration,Narrative,Whirrr!!! Whirrr!  Whirrrrrr!!
Narration,Narrative,
Narration,Narrative,He's sayin' that this was no accident.
Narration,Narrative,
Narration,Narrative,Huh?
Narration,Narrative,
Narration,Narrative,What do you mean?
Narration,Narrative,
Narration,Narrative,I mean Humpty Dumpty was pushed...
Narration,Narrative,(pointing at Woody)
Narration,Narrative,...by Woody.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The toys turn to Woody who suddenly realizes how this looks.
Narration,Narrative,
Narration,Narrative,Wait a minute.  You -- you don't
Narration,Narrative,think I meant to knock Buzz out the
Narration,Narrative,"window, do you Potato Head?"
Narration,Narrative,
Narration,Narrative,"That's Mr. Potato Head to you, you"
Narration,Narrative,back-stabbin' murderer!
Narration,Narrative,
Narration,Narrative,"Now, it was an accident!  Guys,"
Narration,Narrative,"c'mon now, you...you gotta believe me"
Narration,Narrative,
Narration,Narrative,"We believe you, Woody.  Right, Rex?"
Narration,Narrative,
Narration,Narrative,(backing away)
Narration,Narrative,"Oh, I don't like confrontations."
Narration,Narrative,
Narration,Narrative,The Sargent pops out of the army bucket next to Woody.
Narration,Narrative,
Narration,Narrative,"Where is your honor, dirtbag?!  You"
Narration,Narrative,are an absolute disgrace!  You
Narration,Narrative,don't deserve to --
Narration,Narrative,
Narration,Narrative,Woody seals the lid back on the bucket.
Narration,Narrative,
Narration,Narrative,Potato Head starts closing in on Woody.
Narration,Narrative,
Narration,Narrative,Couldn't handle Buzz cuttin' in on
Narration,Narrative,"your playtime, could ya Woody?"
Narration,Narrative,Didn't want to face the fact that
Narration,Narrative,Buzz just might be Andy's new
Narration,Narrative,"favorite toy, so you got rid of him."
Narration,Narrative,"Well, what if Andy starts playin'"
Narration,Narrative,"with me more, Woody, huh?  You"
Narration,Narrative,"gonna knock me outta the window, too?"
Narration,Narrative,
Narration,Narrative,Potato Head has driven Woody back to the very edge of the
Narration,Narrative,desk -- trapped.
Narration,Narrative,
Narration,Narrative,I don't think we should give him
Narration,Narrative,the chance.
Narration,Narrative,
Narration,Narrative,"Suddenly, the lid pops off the bucket of army men."
Narration,Narrative,
Narration,Narrative,"There he is, men!  Frag him!"
Narration,Narrative,
Narration,Narrative,"The army men yell CHARGE and pounce on Woody, while all the"
Narration,Narrative,rest of the toys close in.
Narration,Narrative,
Narration,Narrative,Let's string him up by his pull-
Narration,Narrative,string!
Narration,Narrative,
Narration,Narrative,I got dibs on his hat!
Narration,Narrative,
Narration,Narrative,Would you boys stop it?!
Narration,Narrative,
Narration,Narrative,Tackle him!
Narration,Narrative,
Narration,Narrative,"No, no, no, no!  Wait!  Wait I can"
Narration,Narrative,explain everything --
Narration,Narrative,
Narration,Narrative,"Andy, c'mon!"
Narration,Narrative,
Narration,Narrative,"Okay, Mom, be right down.  I've got"
Narration,Narrative,to get Buzz.
Narration,Narrative,
Narration,Narrative,Retreat!
Narration,Narrative,
Narration,Narrative,The toys all drop Woody and rush back to their places.
Narration,Narrative,
Narration,Narrative,Andy enters the room and heads straight for the desk where
Narration,Narrative,Woody is lying.  Andy overlooks Woody and begins searching
Narration,Narrative,around the room.
Narration,Narrative,
Narration,Narrative,Mom!  Do you know where Buzz is?
Narration,Narrative,
Narration,Narrative,"No, I haven't seen him."
Narration,Narrative,
Narration,Narrative,Woody painfully watches as Andy searches in vain for Buzz.
Narration,Narrative,
Narration,Narrative,Psssst!
Narration,Narrative,
Narration,Narrative,Woody looks across the room.
Narration,Narrative,
Narration,Narrative,Potato Head and Etch-A-Sketch peek out of a packing box.
Narration,Narrative,Etch-A-Sketch scribbles a hangman's noose while Potato Head
Narration,Narrative,points an accusing finger in Woody's direction.
Narration,Narrative,
Narration,Narrative,Woody GULPS.
Narration,Narrative,
Narration,Narrative,Andy!  I'm heading out the door.
Narration,Narrative,
Narration,Narrative,"But Mom, I can't find him!"
Narration,Narrative,
Narration,Narrative,"Well, honey, just grab some other"
Narration,Narrative,toy!  Now c'mon!
Narration,Narrative,
Narration,Narrative,Okay...
Narration,Narrative,
Narration,Narrative,He grabs Woody and walks out of the room.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Andy exits the house dragging Woody as he heads toward the
Narration,Narrative,family van in the driveway.
Narration,Narrative,
Narration,Narrative,I couldn't find my Buzz.  I know I
Narration,Narrative,left him right there.
Narration,Narrative,
Narration,Narrative,"Honey, I'm sure he's around."
Narration,Narrative,You'll find him.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"next to the van begins to rustle.  Hands part the foliage,"
Narration,Narrative,revealing Buzz.  He eyes Woody going into the van and does a
Narration,Narrative,slow burn.
Narration,Narrative,
Narration,Narrative,"The van ENGINE STARTS UP.  Buzz races out of the bush, and"
Narration,Narrative,"with a mighty leap, grabs the rear fender of the van as it"
Narration,Narrative,pulls out of the driveway.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"A chain of monkeys falls into view, dangling a considerable"
Narration,Narrative,distance above the ground.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"The rest of Andy's toys have regrouped at the window,"
Narration,Narrative,"supervising the lowering of the ""monkey chain."""
Narration,Narrative,
Narration,Narrative,It's too short!  We need more monkeys!
Narration,Narrative,
Narration,Narrative,(holding up an empty barrel)
Narration,Narrative,There aren't any more!  That's the
Narration,Narrative,whole barrel.
Narration,Narrative,
Narration,Narrative,Rex throws the barrel down and runs back to the ledge.
Narration,Narrative,
Narration,Narrative,(yelling out window)
Narration,Narrative,Buzz!  The monkeys aren't working!
Narration,Narrative,We're formulating another plan!
Narration,Narrative,Stay calm!
Narration,Narrative,(beat)
Narration,Narrative,"Oh, where could he be?"
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The Davis' family van pulls up to one of the pumps.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Andy sits in the rear seat with Woody lying next to him.
Narration,Narrative,
Narration,Narrative,Can I help pump the gas?
Narration,Narrative,
Narration,Narrative,Sure!  I'll even let you drive.
Narration,Narrative,
Narration,Narrative,Both Mrs. Davis and Andy exit the van while baby Molly
Narration,Narrative,sleeps up front in her car seat.
Narration,Narrative,
Narration,Narrative,Yeah?!
Narration,Narrative,
Narration,Narrative,Yeah -- when you're sixteen.
Narration,Narrative,
Narration,Narrative,(sarcastic)
Narration,Narrative,"Yuk, yuk, yuk -- funny, Mom."
Narration,Narrative,
Narration,Narrative,"With Mom and Andy out of range, Woody comes to life.  He"
Narration,Narrative,"stares out the sun roof, still reeling from everything."
Narration,Narrative,
Narration,Narrative,"Oh, great.  How am I gonna convince"
Narration,Narrative,those guys it was an accident?
Narration,Narrative,
Narration,Narrative,"Suddenly, Buzz appears over the edge of the sun roof."
Narration,Narrative,
Narration,Narrative,Buzz!
Narration,Narrative,
Narration,Narrative,Buzz jumps down on the back seat to face Woody.  He is furious.
Narration,Narrative,
Narration,Narrative,Buzz!  You're alive!  This is great!
Narration,Narrative,"Oh, I'm saved!  I'm saved!  Andy'll"
Narration,Narrative,"find you here, he'll take us back"
Narration,Narrative,"to the room, and then you can tell"
Narration,Narrative,everyone that this was all just a
Narration,Narrative,big mistake.  Huh?
Narration,Narrative,
Narration,Narrative,No response from Buzz.  Just an angry stare.
Narration,Narrative,
Narration,Narrative,(weakly)
Narration,Narrative,Right?  Buddy?
Narration,Narrative,
Narration,Narrative,I just want you to know that even
Narration,Narrative,"though you tried to terminate me,"
Narration,Narrative,revenge is not an idea we promote
Narration,Narrative,on my planet.
Narration,Narrative,
Narration,Narrative,"Oh.  Oh, that's good."
Narration,Narrative,
Narration,Narrative,(getting in Woody's face)
Narration,Narrative,"But we're not on my planet, are we?"
Narration,Narrative,
Narration,Narrative,No.
Narration,Narrative,
Narration,Narrative,Buzz lunges for Woody.  The two toys fly off the seat and
Narration,Narrative,out the open side door of the van.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Woody and Buzz hit the ground and roll under the van, locked"
Narration,Narrative,in mortal combat.
Narration,Narrative,
Narration,Narrative,Ok!  Come on!  You want a piece of
Narration,Narrative,me?!
Narration,Narrative,
Narration,Narrative,Buzz lands a punch that sends Woody's head spinning around.
Narration,Narrative,
Narration,Narrative,Woody lunges with all his might.  He smacks Buzz in the
Narration,Narrative,"face, making it SQUEAK with every blow."
Narration,Narrative,
Narration,Narrative,Buzz closes his helmet on Woody's hand.
Narration,Narrative,
Narration,Narrative,Owwwww!!!
Narration,Narrative,
Narration,Narrative,"Woody pounds on Buzz's chest with his free hand, activating"
Narration,Narrative,BUZZ'S SAMPLED VOICE buttons.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The toys stop fighting.  Before they can react...
Narration,Narrative,
Narration,Narrative,Next stop...
Narration,Narrative,
Narration,Narrative,Pizza Planet!  Yeah!!!
Narration,Narrative,
Narration,Narrative,The van drives off.
Narration,Narrative,
Narration,Narrative,Andy?!
Narration,Narrative,
Narration,Narrative,Woody starts to run in the direction of the van but it
Narration,Narrative,"drives out of sight, leaving Buzz and Woody stranded."
Narration,Narrative,
Narration,Narrative,Doesn't he realize that I'm not
Narration,Narrative,there?
Narration,Narrative,(beat)
Narration,Narrative,"I'm LOST!  Oh, I'm a lost toy!"
Narration,Narrative,
Narration,Narrative,"Meanwhile, Buzz checks the surroundings.  He flips open his"
Narration,Narrative,wrist communicator.
Narration,Narrative,
Narration,Narrative,Buzz Lightyear Mission Log.  The
Narration,Narrative,local Sheriff and I seem to be at a
Narration,Narrative,huge refueling station of some
Narration,Narrative,sort --
Narration,Narrative,
Narration,Narrative,"Woody whips around, his expression changing from panic to"
Narration,Narrative,seething anger.  He charges at Buzz.
Narration,Narrative,
Narration,Narrative,You!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Just then the toys are bathed in the headlight beams of a
Narration,Narrative,behemoth tanker truck pulling into the station.
Narration,Narrative,
Narration,Narrative,Buzz dives off to the side while Woody collapses right where
Narration,Narrative,he stands on the pavement.  The truck ROARS over him.
Narration,Narrative,
